unit,yaw_weight,yaw_bias
unit_1,-0.91397476,0.444230854511261
unit_2,1.2713996,0.444230854511261
unit_3,-0.61303383,0.444230854511261
unit_4,1.2810572,0.444230854511261
unit_5,1.0077564,0.444230854511261
unit_6,1.9958439,0.444230854511261
unit_7,1.0181928,0.444230854511261
unit_8,-1.1939785,0.444230854511261
unit_9,-0.7383778,0.444230854511261
unit_10,-1.521433,0.444230854511261
unit_11,1.8085406,0.444230854511261
unit_12,-1.1094725,0.444230854511261
